序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5059,002752,昇兴股份,5.68,-3.89,-0.23,187856.0,108002432.45,4.91,5.93,5.64,5.9,5.91,1.21,1.92,12.11,1.67,5548896898.0,5548044898.0,0.0,0.0,24.84,11.81
5060,002622,皓宸医疗,3.21,-3.89,-0.13,530520.0,172723834.0,4.79,3.34,3.18,3.22,3.34,1.01,6.32,149.84,6.02,2696400000.0,2696320553.0,0.31,0.0,119.86,-1.83
5061,600449,宁夏建材,14.32,-3.89,-0.58,122541.0,178080076.0,5.64,15.08,14.24,14.78,14.9,0.85,2.56,30.06,0.95,6847552521.0,6847552521.0,0.0,0.07,53.81,-19.0
5062,600222,太龙药业,5.43,-3.89,-0.22,282247.0,155753169.0,4.25,5.64,5.4,5.58,5.65,1.28,4.92,80.88,1.99,3116202517.0,3116202517.0,0.0,0.18,23.97,-11.13
5063,600895,张江高科,29.12,-3.89,-1.18,635177.0,1903417079.0,6.14,30.89,29.03,30.35,30.3,1.05,4.1,66.19,3.59,45097839696.0,45097839696.0,0.0,-0.31,73.13,52.78
5064,688095,福昕软件,72.55,-3.89,-2.94,25355.0,187560739.0,6.35,76.81,72.02,76.5,75.49,0.87,2.77,128.65,2.61,6633937466.0,6633937466.0,0.06,0.12,62.89,4.46
5065,300925,法本信息,24.15,-3.9,-0.98,255637.0,626536744.7,4.22,24.99,23.93,24.88,25.13,0.93,7.73,70.64,4.93,10353321022.0,7983473504.0,-0.08,0.12,131.32,106.94
5066,300956,英力股份,18.72,-3.9,-0.76,86266.0,163261963.28,4.41,19.42,18.56,19.13,19.48,1.03,9.64,408.97,2.43,3360671496.0,1675757098.0,0.65,0.75,18.03,20.93
5067,300769,德方纳米,45.79,-3.9,-1.86,193321.0,898339614.36,4.95,47.8,45.44,46.74,47.65,0.66,7.68,-11.71,2.11,12829809894.0,11527513354.0,0.0,0.22,95.77,-24.97
5068,002349,精华制药,8.6,-3.91,-0.35,478507.0,416487269.78,3.8,8.89,8.55,8.81,8.95,0.6,5.88,31.98,2.76,7001955809.0,7001955809.0,0.0,0.12,26.84,-2.05
5069,600657,信达地产,4.91,-3.91,-0.2,513954.0,255812092.0,3.72,5.08,4.89,5.01,5.11,1.11,1.8,-121.09,0.57,14002723901.0,14002723901.0,0.0,0.0,65.88,36.77
5070,300579,数字认证,31.9,-3.92,-1.3,166882.0,541364744.07,5.39,33.49,31.7,32.5,33.2,0.81,6.36,-238.04,9.61,8613000000.0,8366687085.0,0.19,0.13,69.59,23.36
5071,600633,浙数文化,10.79,-3.92,-0.44,240232.0,261617045.0,3.83,11.16,10.73,11.16,11.23,1.11,1.89,21.62,1.36,13682523553.0,13682523553.0,-0.19,0.0,35.04,-0.46
5072,836395,朗鸿科技,16.43,-3.92,-0.67,30022.0,50366195.49,5.03,17.28,16.42,17.1,17.1,0.65,5.3,36.56,10.39,2095712220.0,930504506.0,-0.12,-0.3,140.56,101.35
5073,603378,亚士创能,7.11,-3.92,-0.29,98523.0,70910373.0,4.19,7.38,7.07,7.35,7.4,1.01,2.3,-122.88,1.84,3047322125.0,3047322125.0,0.14,0.28,12.15,-15.56
5074,600322,津投城开,2.45,-3.92,-0.1,723502.0,181214713.0,5.1,2.57,2.44,2.55,2.55,1.19,6.54,-9.45,160.05,2708965000.0,2708965000.0,-0.41,0.0,89.92,13.95
5075,002672,东江环保,4.9,-3.92,-0.2,96871.0,48408354.0,5.1,5.14,4.88,5.05,5.1,1.36,1.07,-11.46,1.34,5415753430.0,4435079680.0,0.0,0.0,44.97,-4.48
5076,002524,光正眼科,4.41,-3.92,-0.18,181227.0,80948972.0,3.92,4.56,4.38,4.56,4.59,0.91,3.57,-82.41,8.38,2286439796.0,2241600460.0,0.23,0.0,35.28,-31.63
5077,002510,天汽模,6.36,-3.93,-0.26,1284702.0,824817085.23,4.53,6.59,6.29,6.45,6.62,0.95,13.31,51.47,2.72,6203876673.0,6138421066.0,0.16,0.16,71.89,31.68
5078,300935,盈建科,22.99,-3.93,-0.94,30875.0,72123776.0,5.18,24.0,22.76,23.48,23.93,1.22,5.12,-36.36,2.14,1826111333.0,1385691328.0,0.44,0.22,40.87,-16.13
5079,836077,吉林碳谷,13.18,-3.94,-0.54,59326.0,79144804.73,3.94,13.68,13.14,13.64,13.72,1.13,1.87,72.14,3.18,7745646348.0,4177490848.0,0.15,0.15,85.11,-20.07
5080,688091,上海谊众,41.0,-3.94,-1.68,35969.0,148061566.0,5.44,42.68,40.36,42.51,42.68,0.73,1.75,182.49,5.87,8436153440.0,8436153440.0,0.0,0.07,59.22,-16.31
5081,002175,东方智造,4.88,-3.94,-0.2,5219378.0,2718396677.52,15.55,5.59,4.8,5.59,5.08,1.87,40.88,137.82,10.15,6230689948.0,6230653348.0,0.0,-0.61,183.72,75.54
5082,688197,首药控股-U,30.98,-3.94,-1.27,13659.0,42737640.0,4.96,32.4,30.8,32.25,32.25,1.93,2.45,-21.6,5.35,4607325246.0,1727638177.0,-0.03,-0.03,-12.61,-43.87
5083,835640,富士达,29.01,-3.94,-1.19,49097.0,144903800.35,4.7,30.42,29.0,30.23,30.2,0.6,2.8,113.48,6.38,5445989280.0,5092385955.0,0.0,-0.14,173.42,50.62
5084,688345,博力威,21.67,-3.95,-0.89,7365.0,16187638.0,5.98,22.85,21.5,22.85,22.56,0.57,0.74,-72.59,1.93,2167000000.0,2167000000.0,0.05,0.32,50.91,-31.12
5085,000045,深纺织Ａ,12.17,-3.95,-0.5,229189.0,280821009.6,2.68,12.45,12.11,12.35,12.67,0.63,5.01,58.6,2.11,6164370902.0,5561955902.0,0.0,-0.16,39.09,3.66
5086,002320,海峡股份,6.57,-3.95,-0.27,631932.0,419687825.28,3.95,6.8,6.53,6.65,6.84,1.12,2.84,43.25,3.41,14644091039.0,14644091039.0,0.15,0.31,39.19,15.06
5087,300379,东方通,19.22,-3.95,-0.79,700012.0,1386482609.54,6.95,20.39,19.0,20.38,20.01,1.0,13.29,-43.87,3.06,10723276754.0,10121973980.0,-0.05,0.73,95.52,5.14
5088,300419,ST浩丰,5.35,-3.95,-0.22,218928.0,119026923.0,4.67,5.57,5.31,5.57,5.57,1.09,5.95,249.61,4.31,1967482670.0,1967482670.0,0.38,0.56,18.36,-9.32
5089,600088,中视传媒,17.74,-3.95,-0.73,108414.0,194597934.0,4.49,18.45,17.62,18.36,18.47,0.74,2.73,47.83,5.14,7055311536.0,7055311536.0,-0.28,0.11,32.59,38.38
5090,600734,实达集团,4.13,-3.95,-0.17,954727.0,400080546.0,5.35,4.31,4.08,4.25,4.3,0.87,4.49,184.62,20.98,8996391828.0,8780903762.0,0.0,0.49,45.42,13.15
5091,603819,神力股份,13.36,-3.95,-0.55,68488.0,92272306.0,5.75,14.0,13.2,13.91,13.91,0.55,3.15,-45.81,3.74,2908875298.0,2908875298.0,0.0,-0.37,59.81,-4.64
5092,300210,森远股份,11.9,-3.95,-0.49,159314.0,192035695.96,4.28,12.33,11.8,12.25,12.39,0.96,3.29,-112.99,13.83,5762217441.0,5754332644.0,0.17,0.08,56.99,20.57
5093,002489,浙江永强,3.4,-3.95,-0.14,533897.0,184357049.03,3.95,3.53,3.39,3.52,3.54,0.97,2.79,11.35,1.8,7374655464.0,6504298355.0,-0.29,0.0,23.64,12.21
5094,600733,北汽蓝谷,8.74,-3.96,-0.36,2146048.0,1906993847.0,4.84,9.14,8.7,9.04,9.1,0.9,4.41,-8.13,27.11,48712417697.0,42571857590.0,0.0,0.0,32.22,42.58
5095,430556,雅达股份,9.46,-3.96,-0.39,52216.0,50716472.83,6.7,10.06,9.4,9.82,9.85,0.75,4.42,62.31,3.0,1526041792.0,1117849783.0,0.0,0.0,132.43,52.58
5096,002848,高斯贝尔,10.43,-3.96,-0.43,241166.0,254294824.4,4.88,10.83,10.3,10.83,10.86,0.94,14.76,-18.89,15.85,1743374500.0,1703917873.0,0.19,0.29,45.47,-11.16
5097,300846,首都在线,13.34,-3.96,-0.55,253822.0,343031779.44,4.9,13.88,13.2,13.68,13.89,0.95,6.5,-34.19,6.22,6676165081.0,5206038425.0,0.08,0.0,46.43,-6.65
5098,600318,新力金融,9.94,-3.96,-0.41,687061.0,696521056.0,6.47,10.58,9.91,10.02,10.35,0.87,13.4,113.85,4.75,5096512662.0,5096512662.0,0.1,0.1,89.33,41.6
5099,600470,六国化工,6.06,-3.96,-0.25,634795.0,387897070.0,3.49,6.24,6.02,6.23,6.31,0.68,12.17,61.79,1.71,3160896000.0,3160896000.0,0.0,0.33,40.93,3.77
5100,300619,金银河,26.9,-3.96,-1.11,28449.0,77627137.0,4.32,28.06,26.85,27.97,28.01,1.16,2.59,-275.06,2.2,3600454468.0,2958457373.0,-0.04,0.07,38.8,-36.85
5101,300167,*ST迪威,2.18,-3.96,-0.09,191294.0,42339095.0,4.85,2.27,2.16,2.24,2.27,0.81,5.36,-20.41,-80.98,785999000.0,777720450.0,0.0,0.46,19.78,-27.09
5102,300683,海特生物,27.61,-3.97,-1.14,19897.0,55620440.0,5.32,28.98,27.45,28.62,28.75,0.75,1.63,-68.2,1.48,3613994136.0,3370204738.0,-0.14,0.29,25.27,-23.54
5103,003005,竞业达,31.38,-3.98,-1.3,91508.0,288067656.08,3.06,32.0,31.0,31.95,32.68,0.73,12.4,159.82,2.78,5186412249.0,2316505553.0,0.1,0.38,46.16,1.39
5104,605151,西上海,18.1,-3.98,-0.75,110372.0,209305810.0,9.55,19.8,18.0,19.8,18.85,5.82,8.2,36.42,1.82,2448508270.0,2435431418.0,0.17,-1.31,21.89,-3.67
5105,300767,震安科技,10.86,-3.98,-0.45,77112.0,85041247.33,3.8,11.25,10.82,11.25,11.31,1.21,3.51,-36.67,1.84,2779142472.0,2383848996.0,0.18,0.09,25.4,-37.51
5106,300174,元力股份,17.13,-3.98,-0.71,137170.0,237057083.73,4.82,17.86,17.0,17.86,17.84,1.62,3.76,22.17,1.92,6267059492.0,6244972104.0,-0.12,0.47,33.83,7.67
5107,002291,遥望科技,6.74,-3.99,-0.28,623031.0,424088894.64,4.84,7.02,6.68,7.01,7.02,0.62,7.1,-11.52,1.54,6272199597.0,5915416275.0,0.0,0.3,58.59,-28.14
5108,002343,慈文传媒,7.22,-3.99,-0.3,240691.0,175333320.0,4.79,7.5,7.14,7.5,7.52,0.56,5.07,225.42,3.51,3429136733.0,3429136733.0,0.14,0.42,45.86,10.4
5109,833781,瑞奇智造,9.86,-3.99,-0.41,65008.0,65278547.57,5.94,10.42,9.81,10.17,10.27,0.69,7.01,67.16,3.45,1385482869.0,915027986.0,0.0,0.0,139.9,44.79
5110,688580,伟思医疗,29.56,-3.99,-1.23,6532.0,19681296.0,4.06,30.79,29.54,30.79,30.79,1.28,0.68,27.16,1.76,2830999273.0,2830999273.0,-0.1,-0.1,29.65,-33.71
5111,688488,艾迪药业,9.13,-4.0,-0.38,60164.0,55769090.0,4.63,9.51,9.07,9.45,9.51,1.1,1.43,-47.28,3.59,3841747037.0,3841747037.0,0.0,0.0,13.84,-27.02
5112,873679,前进科技,21.36,-4.0,-0.89,22661.0,49114314.12,5.17,22.28,21.13,22.28,22.25,0.74,8.67,48.18,2.39,1192956000.0,558147480.0,0.47,0.0,97.23,-3.7
5113,600804,*ST鹏博,2.16,-4.0,-0.09,1467237.0,334504348.0,9.78,2.36,2.14,2.36,2.25,3.68,10.54,-6.74,6.35,3580122037.0,3008080711.0,0.47,0.93,38.46,-56.1
5114,600107,美尔雅,5.28,-4.0,-0.22,90597.0,48485748.0,5.27,5.52,5.23,5.5,5.5,0.75,2.52,-29.36,3.71,1900800000.0,1900800000.0,0.0,-0.19,63.47,-13.73
5115,603283,赛腾股份,74.87,-4.0,-3.12,75732.0,576060168.0,5.51,79.1,74.8,78.21,77.99,0.88,3.88,23.68,5.2,14997670001.0,14599773386.0,0.03,0.07,24.55,3.18
5116,002062,宏润建设,4.55,-4.01,-0.19,172763.0,79508218.0,3.8,4.71,4.53,4.7,4.74,0.7,1.75,15.07,1.13,5016375000.0,4504150956.0,0.0,0.0,35.82,5.08
5117,002551,尚荣医疗,3.59,-4.01,-0.15,499673.0,181438487.9,5.08,3.74,3.55,3.65,3.74,1.32,8.19,154.45,1.16,3032917776.0,2191295893.0,0.28,0.56,45.93,-11.58
5118,301098,金埔园林,9.09,-4.01,-0.38,96261.0,88581021.69,3.8,9.38,9.02,9.3,9.47,1.23,6.54,77.94,1.24,1649304362.0,1338005950.0,0.0,0.11,24.52,-22.37
5119,600935,华塑股份,2.87,-4.01,-0.12,786825.0,229048433.0,5.35,3.0,2.84,2.94,2.99,1.2,2.24,-35.67,1.64,10066243200.0,10066243200.0,0.35,0.35,34.74,-14.84
5120,301631,壹连科技,128.06,-4.03,-5.38,27706.0,359575282.94,4.18,133.46,127.88,133.4,133.44,0.67,21.27,34.14,3.65,8361822280.0,1668404354.0,0.02,0.04,75.45,75.45
5121,688058,宝兰德,32.3,-4.04,-1.36,27536.0,89586223.0,5.59,33.71,31.83,32.71,33.66,1.15,3.54,-34.31,3.39,2509156830.0,2509156830.0,0.0,0.75,84.57,-3.7
5122,000801,四川九洲,15.91,-4.04,-0.67,1050727.0,1684430538.44,3.14,16.38,15.86,16.31,16.58,0.59,10.27,101.85,5.47,16272853738.0,16272853738.0,0.06,0.06,92.85,109.34
5123,688253,英诺特,41.79,-4.04,-1.76,29061.0,122532094.0,4.48,43.49,41.54,43.44,43.55,1.11,4.22,17.49,2.79,5702588011.0,2875598317.0,0.26,0.38,14.84,69.81
5124,688599,天合光能,24.18,-4.05,-1.02,216345.0,529892281.0,5.36,25.35,24.0,25.0,25.2,1.1,0.99,-46.69,1.86,52697052954.0,52697052954.0,0.37,0.33,44.79,-13.33
5125,603950,长源东谷,15.88,-4.05,-0.67,50000.0,80661617.0,5.86,16.75,15.78,16.54,16.55,0.8,1.54,24.89,1.97,5147197104.0,5147197104.0,0.0,0.19,36.78,3.12
5126,000936,华西股份,7.58,-4.05,-0.32,424195.0,326846441.15,4.94,7.93,7.54,7.9,7.9,1.31,4.79,39.06,1.29,6715977683.0,6715026014.0,0.0,0.0,43.83,-5.96
5127,600278,东方创业,7.81,-4.05,-0.33,370658.0,291804357.0,4.3,8.11,7.76,8.05,8.14,0.64,4.25,27.37,0.9,6855388113.0,6805819292.0,-0.26,0.13,44.36,13.35
5128,300051,琏升科技,8.52,-4.05,-0.36,82275.0,70913955.78,5.07,8.88,8.43,8.88,8.88,1.03,2.25,-35.89,11.95,3169241399.0,3115486376.0,0.0,0.47,35.89,-24.67
5129,300211,亿通科技,8.99,-4.06,-0.38,310274.0,280706530.92,5.76,9.37,8.83,9.09,9.37,0.77,10.4,-69.01,5.59,2732328210.0,2683351598.0,0.22,0.56,52.12,-11.08
5130,688535,华海诚科,79.23,-4.06,-3.35,39646.0,325946350.0,8.62,86.0,78.88,84.99,82.58,0.79,8.09,137.33,6.21,6393579971.0,3884309935.0,-0.01,-0.05,43.98,-14.23
5131,600666,奥瑞德,2.6,-4.06,-0.11,1264655.0,337839005.0,7.38,2.78,2.58,2.69,2.71,1.18,5.23,-195.8,7.31,7185133392.0,6291357631.0,0.0,0.39,85.71,22.64
5132,688610,埃科光电,39.94,-4.06,-1.69,15952.0,65152694.0,7.3,42.25,39.21,40.8,41.63,1.54,6.64,127.18,1.87,2715920000.0,960164949.0,-0.03,0.45,47.33,-22.78
5133,603703,盛洋科技,12.05,-4.06,-0.51,92567.0,112700952.0,4.62,12.49,11.91,12.4,12.56,0.68,2.23,558.01,5.85,5000534546.0,5000534546.0,0.0,0.42,30.41,-5.86
5134,605086,龙高股份,27.88,-4.06,-1.18,23146.0,65200826.0,6.81,29.36,27.38,28.62,29.06,1.04,1.29,38.92,4.1,4996096000.0,4996096000.0,-0.29,0.14,87.24,42.9
5135,600661,昂立教育,12.75,-4.06,-0.54,55874.0,72212706.0,4.51,13.27,12.67,13.2,13.29,0.86,1.95,143.84,39.86,3653497583.0,3653497583.0,0.08,0.08,12.93,19.16
5136,605166,聚合顺,11.56,-4.07,-0.49,69969.0,81998574.0,4.48,12.04,11.5,11.93,12.05,1.16,2.22,11.71,2.0,3648002251.0,3648002251.0,0.0,0.26,23.11,19.92
5137,600120,浙江东方,5.19,-4.07,-0.22,1411744.0,743630871.0,6.28,5.49,5.15,5.48,5.41,0.58,4.13,31.78,1.14,17725829943.0,17725829943.0,0.39,0.39,54.01,47.03
5138,300271,华宇软件,8.02,-4.07,-0.34,292647.0,239696378.31,5.62,8.45,7.98,8.4,8.36,1.09,3.65,-18.64,1.61,6546529293.0,6429887063.0,0.0,0.0,80.22,-2.08
5139,002377,国创高新,3.3,-4.07,-0.14,585704.0,192990611.8,5.81,3.44,3.24,3.41,3.44,1.05,6.46,-49.11,6.28,3023873163.0,2992150646.0,0.0,0.92,88.57,30.43
5140,600438,通威股份,26.86,-4.07,-1.14,577846.0,1568963258.0,5.61,28.23,26.66,27.95,28.0,1.42,1.28,-22.83,2.44,120923286238.0,120923286238.0,0.0,0.04,47.5,11.31
5141,002278,神开股份,5.87,-4.08,-0.25,239570.0,142612019.64,5.23,6.14,5.82,6.06,6.12,1.56,7.17,79.08,1.92,2136149634.0,1961792278.0,0.51,0.34,37.47,0.86
5142,688529,豪森智能,18.3,-4.09,-0.78,72096.0,132843317.0,4.87,19.01,18.08,18.9,19.08,1.29,4.31,298.89,1.44,3061357755.0,3061357755.0,0.05,0.55,65.31,-20.3
5143,300575,中旗股份,6.8,-4.09,-0.29,156137.0,107509442.74,3.39,7.01,6.77,7.01,7.09,1.04,4.55,89.38,1.48,3160343520.0,2331451169.0,0.15,0.0,20.14,-9.57
5144,300148,天舟文化,4.45,-4.09,-0.19,681295.0,305584449.95,4.09,4.59,4.4,4.55,4.64,0.65,8.5,133.0,3.92,3717260076.0,3567250541.0,0.0,0.45,65.43,18.04
5145,300731,科创新源,21.3,-4.1,-0.91,128598.0,280873130.91,8.6,23.1,21.19,22.71,22.21,1.48,10.7,189.24,4.46,2692997425.0,2559366231.0,0.24,0.24,45.1,2.11
5146,688066,航天宏图,24.54,-4.1,-1.05,126766.0,314356565.0,5.16,25.59,24.27,25.59,25.59,0.81,4.85,-21.68,3.25,6411738635.0,6411738635.0,0.04,0.49,96.48,-41.9
5147,002568,百润股份,25.18,-4.11,-1.08,190037.0,482670300.8,4.76,26.15,24.9,26.1,26.26,1.05,2.65,34.51,6.04,26423110287.0,18038757157.0,-0.08,0.0,53.54,2.32
5148,833171,国航远洋,6.99,-4.12,-0.3,163779.0,116028208.42,4.8,7.32,6.97,7.3,7.29,0.83,5.71,35.57,2.72,3882298096.0,2005699759.0,-0.14,-0.14,95.8,26.86
5149,688192,迪哲医药-U,46.6,-4.12,-2.0,34286.0,162447143.0,6.3,49.26,46.2,48.63,48.6,0.92,2.79,-26.01,45.21,19369435392.0,5735760208.0,-0.11,0.39,24.27,-2.61
5150,301021,英诺激光,32.12,-4.12,-1.38,114030.0,373669038.99,6.75,34.29,32.03,32.79,33.5,0.97,7.53,4237.71,5.01,4866548802.0,4865934507.0,0.12,-0.06,83.96,22.08
5151,688302,海创药业-U,34.9,-4.12,-1.5,10647.0,37644863.0,4.4,36.4,34.8,36.4,36.4,1.08,1.46,-16.82,2.81,3455644370.0,2538083619.0,-0.23,-0.06,43.33,-32.97
5152,837821,则成电子,34.38,-4.13,-1.48,26684.0,94757658.93,8.06,37.19,34.3,36.9,35.86,0.84,5.24,123.1,6.59,3397772925.0,1749183783.0,-0.06,0.09,39.47,125.59
5153,002354,天娱数科,5.11,-4.13,-0.22,2563177.0,1333842920.07,8.07,5.44,5.01,5.23,5.33,0.71,15.84,-738.92,6.06,8454933540.0,8269875718.0,0.2,1.19,98.83,-7.43
5154,600615,丰华股份,12.54,-4.13,-0.54,92095.0,117035030.0,4.66,13.05,12.44,12.88,13.08,0.48,4.91,380.69,3.68,2357777170.0,2352811330.0,0.0,-0.08,40.43,3.64
5155,000016,深康佳Ａ,5.1,-4.14,-0.22,988309.0,516735102.94,7.14,5.45,5.07,5.34,5.32,0.93,6.19,-5.73,3.04,12280521581.0,8142628380.0,-0.2,0.2,93.18,22.3
5156,300820,英杰电气,62.79,-4.14,-2.71,86407.0,555095288.88,10.11,68.72,62.1,65.88,65.5,1.43,7.79,34.43,5.86,13912531812.0,6968684795.0,-0.14,-0.1,65.06,10.39
5157,603959,ST百利,3.01,-4.14,-0.13,198278.0,61462646.0,6.69,3.21,3.0,3.14,3.14,1.12,4.04,-6.5,3.98,1475799966.0,1475799966.0,0.0,-0.33,63.59,-66.14
5158,002755,奥赛康,14.11,-4.14,-0.61,50324.0,72070733.47,5.16,14.78,14.02,14.72,14.72,0.68,0.54,77.33,4.38,13096342553.0,13096218737.0,0.0,0.21,32.86,30.41
5159,600776,东方通信,12.7,-4.15,-0.55,490383.0,633586972.0,5.66,13.38,12.63,13.3,13.25,0.47,5.13,115.44,4.61,15951200813.0,12141200813.0,0.0,0.08,50.83,13.09
5160,600227,赤天化,2.54,-4.15,-0.11,394868.0,101739705.0,4.53,2.64,2.52,2.64,2.65,0.98,3.09,-92.94,1.64,4289368320.0,3245103500.0,0.4,0.0,68.21,-3.42
5161,002582,好想你,7.62,-4.15,-0.33,557966.0,437321970.58,8.18,8.25,7.6,7.62,7.95,0.58,16.21,-42.57,0.96,3446216392.0,2622191520.0,0.13,0.0,63.17,14.24
5162,300788,中信出版,32.51,-4.16,-1.41,87679.0,288032986.0,4.57,33.78,32.23,33.53,33.92,0.58,4.61,35.63,2.84,6181825753.0,6181825753.0,0.46,0.56,34.34,12.92
5163,300107,建新股份,11.05,-4.16,-0.48,240786.0,269480505.22,2.86,11.36,11.03,11.24,11.53,1.01,6.95,340.01,4.12,6207965891.0,3827806135.0,-0.09,0.0,35.58,108.1
5164,600880,博瑞传播,4.83,-4.17,-0.21,417927.0,204516655.0,4.96,5.04,4.79,5.01,5.04,0.67,3.82,323.19,1.74,5280794004.0,5279335745.0,0.0,0.42,35.67,-3.4
5165,002076,星光股份,2.76,-4.17,-0.12,2159492.0,621342381.72,12.15,3.08,2.73,2.73,2.88,0.91,20.9,-1120.46,9.47,3061183595.0,2851773395.0,0.36,0.0,80.39,23.77
5166,000402,金 融 街,3.89,-4.19,-0.17,789643.0,312908874.2,4.19,4.05,3.88,4.04,4.06,0.64,2.64,-3.33,0.35,11626937338.0,11624214319.0,0.0,-0.26,87.92,7.16
5167,300338,*ST开元,4.57,-4.19,-0.2,123103.0,57043106.22,4.61,4.78,4.56,4.74,4.77,0.62,3.57,-38.22,-12.41,1839994842.0,1574579689.0,-0.22,0.0,112.56,2.7
5168,688669,聚石化学,16.68,-4.19,-0.73,52943.0,90420949.0,12.29,18.19,16.05,17.3,17.41,1.12,4.36,-161.64,1.32,2023840011.0,2023840011.0,0.54,0.79,66.14,-10.03
5169,600293,三峡新材,3.42,-4.2,-0.15,641478.0,222673466.0,4.76,3.55,3.38,3.52,3.57,0.59,5.53,211.52,2.29,3967696057.0,3967696057.0,0.29,0.29,42.5,-6.04
5170,300651,金陵体育,14.59,-4.2,-0.64,53656.0,79349519.5,5.52,15.3,14.46,15.14,15.23,0.92,7.16,64.68,2.4,1878446889.0,1093845390.0,0.0,0.34,29.69,-26.42
5171,301178,天亿马,33.0,-4.21,-1.45,82098.0,277943336.09,7.2,35.21,32.73,33.41,34.45,1.11,18.83,-78.48,2.77,2214590400.0,1438762248.0,0.15,-0.12,62.16,2.07
5172,300355,蒙草生态,6.6,-4.21,-0.29,2184577.0,1478385835.61,6.53,7.03,6.58,6.62,6.89,1.21,15.99,158.84,2.42,10587997735.0,9016034240.0,0.0,0.0,190.75,76.94
5173,002955,鸿合科技,26.39,-4.21,-1.16,61667.0,165660747.9,4.28,27.49,26.31,27.49,27.55,0.87,3.3,19.09,1.77,6237386071.0,4938730899.0,-0.04,0.0,20.94,-17.25
5174,300537,广信材料,20.01,-4.21,-0.88,194290.0,401845033.12,7.08,21.4,19.92,21.2,20.89,1.0,13.5,83.55,4.9,4010306591.0,2880599360.0,0.05,-0.15,30.96,1.99
5175,688435,英方软件,34.0,-4.23,-1.5,13380.0,46242897.0,5.86,35.66,33.58,35.4,35.5,1.0,2.9,-67.25,2.56,2839000000.0,1569029110.0,0.5,0.38,71.89,-29.2
5176,600730,中国高科,7.02,-4.23,-0.31,357890.0,252544606.0,4.09,7.23,6.93,7.23,7.33,0.89,6.1,115.72,2.3,4118325134.0,4118325134.0,0.0,0.72,59.55,24.25
5177,000503,国新健康,13.36,-4.23,-0.59,412720.0,557975884.14,6.16,14.11,13.25,13.88,13.95,0.67,4.32,-317.73,9.43,13110335428.0,12759724779.0,-0.07,0.0,99.11,1.37
5178,002875,安奈儿,14.48,-4.23,-0.64,121537.0,179114566.7,4.03,15.06,14.45,15.0,15.12,0.64,6.66,-29.76,4.15,3084310547.0,2641444120.0,-0.07,-0.07,30.22,-2.75
5179,000958,电投产融,7.22,-4.24,-0.32,1026729.0,754511312.2,5.44,7.56,7.15,7.56,7.54,0.93,1.91,38.2,1.97,38868281714.0,38868119264.0,0.0,0.42,115.52,86.08
5180,002585,双星新材,5.86,-4.25,-0.26,313738.0,186790168.8,4.9,6.12,5.82,6.08,6.12,1.25,3.51,-22.25,0.75,6753565007.0,5232176207.0,-0.34,-0.34,30.22,-27.48
5181,688631,莱斯信息,96.32,-4.25,-4.28,24608.0,239062639.0,4.08,100.1,96.0,98.4,100.6,0.59,4.02,758.12,8.68,15745430400.0,5898174464.0,0.0,0.21,86.02,176.46
5182,873339,恒太照明,9.45,-4.26,-0.42,23308.0,22527927.42,6.69,10.07,9.41,9.79,9.87,0.47,1.54,34.0,3.67,2080925910.0,1425977926.0,-0.21,-0.21,144.82,38.97
5183,832419,路斯股份,18.0,-4.26,-0.8,78334.0,143158303.99,13.35,19.87,17.36,17.9,18.8,1.27,8.37,23.53,3.5,1859875200.0,1684809882.0,0.28,0.39,138.1,59.01
5184,000813,德展健康,3.15,-4.26,-0.14,626129.0,199849371.48,5.47,3.31,3.13,3.3,3.29,0.99,2.89,632.26,1.32,6819611369.0,6818548244.0,0.0,0.32,30.71,-3.67
5185,600819,耀皮玻璃,5.84,-4.26,-0.26,238661.0,141191647.0,4.59,6.08,5.8,6.07,6.1,0.75,3.19,42.54,1.58,5459909843.0,4364909831.0,0.52,0.34,34.87,14.73
5186,601969,海南矿业,7.41,-4.26,-0.33,331360.0,248859282.0,6.07,7.85,7.38,7.79,7.74,1.09,1.63,20.71,2.23,15087333823.0,15051734701.0,0.0,0.14,36.21,14.18
5187,603687,大胜达,8.08,-4.27,-0.36,115512.0,94590936.0,4.98,8.46,8.04,8.45,8.44,0.97,2.11,40.3,1.37,4444257461.0,4415739820.0,-0.12,0.12,37.88,-29.37
5188,688695,中创股份,34.55,-4.27,-1.54,18841.0,66293878.0,5.85,36.25,34.14,35.66,36.09,1.28,9.85,227.09,3.76,2938525110.0,661168183.0,0.17,0.32,31.12,55.7
5189,300494,盛天网络,12.56,-4.27,-0.56,431588.0,551262176.0,5.18,13.14,12.46,13.02,13.12,0.64,10.84,1889.28,3.62,6160806555.0,5002640451.0,0.08,0.4,43.71,-20.41
5190,301168,通灵股份,29.6,-4.27,-1.32,25103.0,75178518.55,4.24,30.72,29.41,30.72,30.92,1.15,5.06,37.61,1.66,3552000000.0,1469728800.0,-0.03,0.27,20.37,-35.53
5191,600624,复旦复华,6.27,-4.27,-0.28,845475.0,548071865.0,7.33,6.74,6.26,6.45,6.55,0.82,12.35,-99.97,5.56,4293144303.0,4293144303.0,-0.16,-0.32,120.0,9.81
