时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2024-11-08 13:35:00,0.639,0.639,0.64,0.638,0.0,0.0,77806,4972214.0,0.31,0.22
2024-11-08 13:40:00,0.639,0.64,0.64,0.638,0.16,0.001,50357,3217864.0,0.31,0.14
2024-11-08 13:45:00,0.64,0.639,0.641,0.639,-0.16,-0.001,119448,7644691.0,0.31,0.34
2024-11-08 13:50:00,0.639,0.639,0.639,0.637,0.0,0.0,125228,7993139.0,0.31,0.36
2024-11-08 13:55:00,0.639,0.638,0.64,0.638,-0.16,-0.001,50207,3208989.0,0.31,0.14
2024-11-08 14:00:00,0.638,0.637,0.639,0.637,-0.16,-0.001,54335,3466301.0,0.31,0.16
2024-11-08 14:05:00,0.637,0.637,0.638,0.636,0.0,0.0,119291,7599116.0,0.31,0.34
2024-11-08 14:10:00,0.637,0.638,0.638,0.636,0.16,0.001,84383,5377610.0,0.31,0.24
2024-11-08 14:15:00,0.638,0.637,0.638,0.636,-0.16,-0.001,103047,6564568.0,0.31,0.3
2024-11-08 14:20:00,0.637,0.637,0.638,0.637,0.0,0.0,38650,2462033.0,0.16,0.11
2024-11-08 14:25:00,0.637,0.637,0.638,0.636,0.0,0.0,79952,5092568.0,0.31,0.23
2024-11-08 14:30:00,0.637,0.636,0.637,0.634,-0.16,-0.001,139070,8844522.0,0.47,0.4
2024-11-08 14:35:00,0.637,0.637,0.637,0.636,0.16,0.001,42349,2696020.0,0.16,0.12
2024-11-08 14:40:00,0.637,0.636,0.638,0.635,-0.16,-0.001,76287,4856494.0,0.47,0.22
2024-11-08 14:45:00,0.636,0.635,0.636,0.635,-0.16,-0.001,68649,4365213.0,0.16,0.2
2024-11-08 14:50:00,0.635,0.635,0.636,0.634,0.0,0.0,159353,10120425.0,0.31,0.46
2024-11-08 14:55:00,0.635,0.635,0.636,0.634,0.0,0.0,18976,1204958.0,0.31,0.05
2024-11-08 15:00:00,0.635,0.637,0.637,0.635,0.31,0.002,60926,3874988.0,0.31,0.17
2024-11-11 09:35:00,0.624,0.624,0.626,0.618,-2.04,-0.013,343322,21410606.0,1.26,0.99
2024-11-11 09:40:00,0.625,0.623,0.625,0.623,-0.16,-0.001,272486,16992033.0,0.32,0.78
2024-11-11 09:45:00,0.623,0.624,0.625,0.623,0.16,0.001,265512,16556170.0,0.32,0.76
2024-11-11 09:50:00,0.624,0.621,0.625,0.621,-0.48,-0.003,181663,11304801.0,0.64,0.52
2024-11-11 09:55:00,0.621,0.625,0.625,0.621,0.64,0.004,141575,8832395.0,0.64,0.41
2024-11-11 10:00:00,0.625,0.622,0.625,0.622,-0.48,-0.003,124930,7783863.0,0.48,0.36
2024-11-11 10:05:00,0.622,0.623,0.624,0.621,0.16,0.001,159541,9929447.0,0.48,0.46
2024-11-11 10:10:00,0.623,0.621,0.623,0.621,-0.32,-0.002,81038,5041519.0,0.32,0.23
2024-11-11 10:15:00,0.622,0.623,0.624,0.622,0.32,0.002,97125,6047242.0,0.32,0.28
2024-11-11 10:20:00,0.623,0.621,0.623,0.62,-0.32,-0.002,170291,10584178.0,0.48,0.49
2024-11-11 10:25:00,0.621,0.619,0.621,0.618,-0.32,-0.002,148853,9219064.0,0.48,0.43
2024-11-11 10:30:00,0.619,0.62,0.62,0.618,0.16,0.001,63397,3925078.0,0.32,0.18
2024-11-11 10:35:00,0.62,0.619,0.621,0.619,-0.16,-0.001,36137,2240533.0,0.32,0.1
2024-11-11 10:40:00,0.62,0.619,0.62,0.618,0.0,0.0,58549,3621020.0,0.32,0.17
2024-11-11 10:45:00,0.619,0.619,0.621,0.618,0.0,0.0,65762,4075219.0,0.48,0.19
2024-11-11 10:50:00,0.619,0.622,0.622,0.619,0.48,0.003,40216,2497374.0,0.48,0.12
2024-11-11 10:55:00,0.622,0.622,0.623,0.621,0.0,0.0,67779,4215892.0,0.32,0.19
2024-11-11 11:00:00,0.622,0.622,0.624,0.622,0.0,0.0,58184,3624297.0,0.32,0.17
2024-11-11 11:05:00,0.622,0.623,0.624,0.622,0.16,0.001,29049,1809773.0,0.32,0.08
2024-11-11 11:10:00,0.623,0.624,0.625,0.622,0.16,0.001,48619,3032389.0,0.48,0.14
2024-11-11 11:15:00,0.624,0.624,0.624,0.623,0.0,0.0,124896,7792559.0,0.16,0.36
2024-11-11 11:20:00,0.624,0.623,0.625,0.623,-0.16,-0.001,27654,1725235.0,0.32,0.08
2024-11-11 11:25:00,0.623,0.624,0.624,0.622,0.16,0.001,13018,812138.0,0.32,0.04
2024-11-11 11:30:00,0.624,0.627,0.627,0.624,0.48,0.003,166719,10425298.0,0.48,0.48
2024-11-11 13:05:00,0.627,0.627,0.628,0.626,0.0,0.0,97068,6085136.0,0.32,0.28
2024-11-11 13:10:00,0.627,0.629,0.629,0.627,0.32,0.002,97373,6115716.0,0.32,0.28
2024-11-11 13:15:00,0.629,0.631,0.632,0.628,0.32,0.002,109217,6887188.0,0.64,0.31
2024-11-11 13:20:00,0.63,0.63,0.631,0.629,-0.16,-0.001,87593,5520443.0,0.32,0.25
2024-11-11 13:25:00,0.63,0.631,0.631,0.629,0.16,0.001,57351,3612995.0,0.32,0.16
2024-11-11 13:30:00,0.631,0.632,0.633,0.63,0.16,0.001,54570,3446987.0,0.48,0.16
2024-11-11 13:35:00,0.632,0.629,0.632,0.629,-0.47,-0.003,44530,2805896.0,0.47,0.13
2024-11-11 13:40:00,0.63,0.629,0.631,0.629,0.0,0.0,34116,2147333.0,0.32,0.1
2024-11-11 13:45:00,0.629,0.629,0.629,0.627,0.0,0.0,51306,3221773.0,0.32,0.15
2024-11-11 13:50:00,0.629,0.629,0.629,0.627,0.0,0.0,33580,2110089.0,0.32,0.1
2024-11-11 13:55:00,0.629,0.63,0.63,0.629,0.16,0.001,2204,138839.0,0.16,0.01
2024-11-11 14:00:00,0.63,0.628,0.63,0.628,-0.32,-0.002,18976,1192992.0,0.32,0.05
2024-11-11 14:05:00,0.628,0.627,0.628,0.627,-0.16,-0.001,56409,3540072.0,0.16,0.16
2024-11-11 14:10:00,0.627,0.629,0.629,0.626,0.32,0.002,88429,5554553.0,0.48,0.25
2024-11-11 14:15:00,0.629,0.629,0.63,0.629,0.0,0.0,21063,1324862.0,0.16,0.06
2024-11-11 14:20:00,0.629,0.629,0.63,0.629,0.0,0.0,10515,661459.0,0.16,0.03
2024-11-11 14:25:00,0.629,0.629,0.63,0.628,0.0,0.0,35365,2224463.0,0.32,0.1
2024-11-11 14:30:00,0.629,0.632,0.632,0.628,0.48,0.003,164745,10388860.0,0.64,0.47
2024-11-11 14:35:00,0.633,0.633,0.635,0.632,0.16,0.001,68574,4343135.0,0.47,0.2
2024-11-11 14:40:00,0.633,0.633,0.634,0.632,0.0,0.0,64107,4057348.0,0.32,0.18
2024-11-11 14:45:00,0.633,0.633,0.634,0.632,0.0,0.0,68059,4304646.0,0.32,0.2
2024-11-11 14:50:00,0.633,0.633,0.633,0.632,0.0,0.0,58777,3718843.0,0.16,0.17
2024-11-11 14:55:00,0.633,0.631,0.633,0.631,-0.32,-0.002,42088,2659292.0,0.32,0.12
2024-11-11 15:00:00,0.631,0.632,0.632,0.63,0.16,0.001,45148,2849417.0,0.32,0.13
